ID,Negara,Benua,NamaKomoditi,Tahun,Volume,Nilai,NegaraID,KomoditiID
1091,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,3501.431,1612.905,6,2
1092,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,5799.006,6659.146,7,2
1093,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,2545.259,626.588,8,2
1094,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,895.71,845.781,9,2
1095,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,1447.883,4004.356,10,2
1096,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,1508.716,3558.243,11,2
1097,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,5712.08,9915.511,12,2
1098,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,247.699,451.442,13,2
1099,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,20344.699,47885.439,14,2
1100,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,95.867,148.836,15,2
1101,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,4561.555,7100.381,16,2
1102,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,2498.932,4297.805,17,2
1103,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,850.511,1516.526,18,2
1104,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,2887.073,4304.215,19,2
1105,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,452.106,1661.502,20,2
1106,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,62,76,21,2
1107,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,53.369,76.805,22,2
1108,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,360.96,436.81,23,2
1109,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,301.978,596.169,24,2
1110,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,393.444,773.717,25,2
1111,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,17.99,39.134,26,2
1112,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,168.615,281.806,27,2
1113,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,77.427,138.009,28,2
1114,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,192.815,299.584,29,2
1115,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,3.427,13.059,30,2
1116,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,2477.921,2751.502,31,2
1117,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,34714.933,122889.385,1,2
1118,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,358.895,1087.104,2,2
1119,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,1205.533,1275.069,3,2
1120,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,2583.213,1973.149,4,2
1121,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,1831.759,1100.135,5,2
1122,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,1288.17,2415.455,6,2
1123,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,6319.542,11334.479,7,2
1124,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,2845.364,876.977,8,2
1125,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,218.297,148.504,9,2
1126,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,1588.027,4897.387,10,2
1127,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,2308.037,5962.43,11,2
1128,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,5270.056,9957.208,12,2
1129,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,184.499,541.43,13,2
1130,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,19269.526,54705.45,14,2
1131,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,140.586,332.864,15,2
1132,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,3798.643,6847.1,16,2
1133,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,2435.158,5148.927,17,2
1134,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,501.412,1068.206,18,2
1135,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,4523.985,6414.703,19,2
1136,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,292.36,600.555,20,2
1137,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,52,87,21,2
1138,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,176.587,223.932,22,2
1139,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,91.932,129.731,23,2
1140,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,263.858,460.728,24,2
1141,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,139.83,382.372,25,2
1142,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,13.937,34.004,26,2
1143,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,195.681,368.037,27,2
1144,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,151.559,266.759,28,2
1145,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,366.799,534.719,29,2
1146,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,74.979,147.242,30,2
1147,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2004,1090.772,1725.959,31,2
1148,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,30256.636,108835.417,1,2
1149,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,743.396,1007.157,2,2
1150,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,1785.756,2201.699,3,2
1151,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,1089.447,1032.565,4,2
1152,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,1963.13,1392.852,5,2
1153,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,958.176,1336.074,6,2
1154,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,4097.403,10686.653,7,2
1155,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,1329.402,798.465,8,2
1156,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,596.953,791.595,9,2
1157,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,1853.473,6210.394,10,2
1158,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,1844.94,4569.886,11,2
1159,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,2682.813,5590.994,12,2
1160,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,581.179,1915.578,13,2
1161,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,21773.191,60925.819,14,2
1162,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,57.4,141.033,15,2
1163,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,2837.722,4776.534,16,2
1164,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,3321.013,8151.019,17,2
1165,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,250.83,1023.931,18,2
1166,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,7617.078,13427.721,19,2
1167,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,738.142,1615.079,20,2
1168,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,68.47,121.253,21,2
1169,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,66.366,128.049,22,2
1170,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,0,0,23,2
1171,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,403.331,939.072,24,2
1172,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,215.729,307.026,25,2
1173,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,0,0,26,2
1174,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,0,0,27,2
1175,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,235.164,451.378,28,2
1176,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,0,0,29,2
1177,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,42.228,91.199,30,2
1178,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2005,3221.629,6907.015,31,2
1179,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,30998.128,109326.313,1,2
1180,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,1922.846,2810.899,2,2
1181,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,514.018,654.213,3,2
1182,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,658.201,1187.472,4,2
1183,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,1419.175,1061.388,5,2
1184,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,4620.811,3620.848,6,2
1185,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,2909.348,7572.948,7,2
1186,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,1363.721,561.177,8,2
1187,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,659.071,656.587,9,2
1188,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,2896.721,10156.26,10,2
1189,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,2505.012,6305.67,11,2
1190,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,18.419,47.492,12,2
1191,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,831.438,2380.572,13,2
1192,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,21212.381,66491.253,14,2
1193,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,2.568,16.002,15,2
1194,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,1282.384,2051.125,16,2
1195,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,1846.753,5962.648,17,2
1196,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,101.304,308.815,18,2
1197,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,5692.582,9934.187,19,2
1198,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,509.708,1273.926,20,2
1199,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,17.484,30.381,21,2
1200,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,17.839,13.423,22,2
1201,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,0,0,23,2
1202,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,201.035,427.312,24,2
1203,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,44.541,176.951,25,2
1204,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,0,0,26,2
1205,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,0,0,27,2
1206,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,65.971,132.753,28,2
1207,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,0,0,29,2
1208,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,21.767,60.644,30,2
1209,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2006,9510.678,17335.367,31,2
1210,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,31329.957,112667.712,1,2
1211,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,3964.907,4798.163,2,2
1212,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,1602.049,3935.785,3,2
1213,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,1658.277,1660.225,4,2
1214,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,3380.549,1935.198,5,2
1215,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,18849.396,20926.699,6,2
1216,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,3140.478,5977.192,7,2
1217,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,1786.976,713.637,8,2
1218,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,892.338,1307.075,9,2
1219,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,3576.42,12976.188,10,2
1220,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,2855.492,8251.016,11,2
1221,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,607.507,1023.8,12,2
1222,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,419.216,1303.015,13,2
1223,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,21375.074,73565.4,14,2
1224,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,233.651,949.553,15,2
1225,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,1323.278,2870.945,16,2
1226,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,1655.254,3050.087,17,2
1227,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,0,0,18,2
1228,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,8354.303,494.161,19,2
1229,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,207.985,16780.638,20,2
1230,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,15.857,36.798,21,2
1231,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,83.376,171.119,22,2
1232,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,0,0,23,2
1233,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,235.958,440.965,24,2
1234,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,10.433,81.467,25,2
1235,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,32.265,86.817,26,2
1236,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,311.881,688.703,27,2
1237,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,216.794,726.2,28,2
1238,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,98.157,170.152,29,2
1239,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,151.601,450.272,30,2
1240,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2007,12946.533,26309.143,31,2
1241,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,28931.848,119410.418,1,2
1242,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,2922.819,4227.308,2,2
1243,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,0,0,3,2
1244,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,3399.478,4000.455,4,2
1245,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,6761.691,3975.708,5,2
1246,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,30040.962,41083.264,6,2
1247,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,1926.015,4739.657,7,2
1248,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,497.435,367.263,8,2
1249,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,1137.466,2470.693,9,2
1250,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,4490.32,19560.845,10,2
1251,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,1562.115,6037.012,11,2
1252,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,820.722,1020.118,12,2
1253,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,625.463,2305.605,13,2
1254,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,17623.947,69154.033,14,2
1255,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,245.725,1244.555,15,2
1256,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,1401.191,4073.455,16,2
1257,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,2246.539,6552.524,17,2
1258,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,38.279,117.642,18,2
1259,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,5841.999,16193.68,19,2
1260,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,341.344,1117.062,20,2
1261,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,80.307,256.842,21,2
1262,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,129.083,431.912,22,2
1263,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,139.416,380.052,23,2
1264,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,677.448,1706.306,24,2
1265,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,0,0,25,2
1266,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,53.673,147.825,26,2
1267,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,488.91,1458.401,27,2
1268,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,31.714,101.203,28,2
1269,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,130.944,351.62,29,2
1270,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,251.682,690.825,30,2
1271,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2008,17217.465,34012.755,31,2
1272,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,32633.376,130663.211,1,2
1273,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,1365.822,2270.127,2,2
1274,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,793.472,1503.722,3,2
1275,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,4494.934,4530.055,4,2
1276,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,4032.382,2400.385,5,2
1277,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,26211.891,24783.091,6,2
1278,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,1962.705,4456.782,7,2
1279,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,132.759,118.59,8,2
1280,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,905.526,1499.716,9,2
1281,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,4657.323,18531.912,10,2
1282,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,1925.472,6295.434,11,2
1283,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,2066.75,3846.253,12,2
1284,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,488.162,1445.781,13,2
1285,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,19682.205,71187.727,14,2
1286,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,143.098,436.955,15,2
1287,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,1176.467,3940.308,16,2
1288,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,1185.446,4175.084,17,2
1289,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,14.93,66.013,18,2
1290,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,8885.004,25118.238,19,2
1291,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,1541.167,5287.93,20,2
1292,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,0,0,21,2
1293,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,0,0,22,2
1294,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,17.484,37.573,23,2
1295,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,622.675,1858.378,24,2
1296,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,300,458.96,25,2
1297,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,32.736,106.24,26,2
1298,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,266.95,797.354,27,2
1299,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,0.45,4.5,28,2
1300,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,213.869,509.71,29,2
1301,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,169.805,413.026,30,2
1302,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2009,15626.708,35556.945,31,2
1303,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,39743.327,159927.99,1,2
1304,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,316.23,666.974,2,2
1305,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,1169.883,2103.687,3,2
1306,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,4682.566,3582.689,4,2
1307,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,1010.303,1220.595,5,2
1308,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,11812.472,16293.553,6,2
1309,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,1421.27,4409.24,7,2
1310,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,355.41,627.715,8,2
1311,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,318.455,733.047,9,2
1312,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,5441.211,22219.59,10,2
1313,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,3447.499,11131.057,11,2
1314,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,1869.518,2494.951,12,2
1315,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,608.868,2079.082,13,2
1316,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,20012.927,75763.167,14,2
1317,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,78.77,311.143,15,2
1318,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,1715.899,4198.327,16,2
1319,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,480.542,2498.133,17,2
1320,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,209.171,513.817,18,2
1321,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2010,6727.344,15938.67,19,2
