ID,Negara,Benua,NamaKomoditi,Tahun,Volume,Nilai,NegaraID,KomoditiID
2055,Malaysia,Asia,semua komoditi - all commodities,2012,53187.256,93524.083,9,0
2056,Arab Saudi,Asia,semua komoditi - all commodities,2012,10846.62,55050.179,10,0
2057,Yordania,Asia,semua komoditi - all commodities,2012,2362.624,9619.211,11,0
2058,Mesir,Afrika,semua komoditi - all commodities,2012,6269.654,13057.293,12,0
2059,Australia,Australia,semua komoditi - all commodities,2012,7139.316,53976.699,13,0
2060,Amerika Serikat,Amerika,semua komoditi - all commodities,2012,133475.864,1147190.524,14,0
2061,Kanada,Amerika,semua komoditi - all commodities,2012,3949.451,26496.125,15,0
2062,UK,Eropa,semua komoditi - all commodities,2012,13334.468,77477.569,16,0
2063,Belanda,Eropa,semua komoditi - all commodities,2012,9810.588,50591.249,17,0
2064,Perancis,Eropa,semua komoditi - all commodities,2012,7779.045,35807.489,18,0
2065,Jerman,Eropa,semua komoditi - all commodities,2012,10987.932,49671.246,19,0
2066,Belgia dan Luksemburg,Eropa,semua komoditi - all commodities,2012,6820.224,39596.418,20,0
2067,Swedia,Eropa,semua komoditi - all commodities,2012,175.226,2819.575,21,0
2068,Denmark,Eropa,semua komoditi - all commodities,2012,1926.524,8172.483,22,0
2069,Irlandia,Eropa,semua komoditi - all commodities,2012,6.22,32.971,23,0
2070,Italia,Eropa,semua komoditi - all commodities,2012,11318.42,58676.54,24,0
2071,Spanyol,Eropa,semua komoditi - all commodities,2012,8950.496,37428.469,25,0
2072,Yunani,Eropa,semua komoditi - all commodities,2012,474.474,2516.199,26,0
2073,Bulgaria,Eropa,semua komoditi - all commodities,2012,232.22,744.795,27,0
2074,Polandia,Eropa,semua komoditi - all commodities,2012,393.517,1863.136,28,0
2075,Slovenia,Eropa,semua komoditi - all commodities,2012,0.135,1.771,29,0
2076,Rusia,Eropa,semua komoditi - all commodities,2012,6563.826,44423.415,30,0
2077,Negara lainnya,Lainnya,semua komoditi - all commodities,2012,158904.116,364006.733,31,0
2078,Jepang,Asia,udang - shrimp,2012,39084.252,426736.098,1,1
2079,Hongkong,Asia,udang - shrimp,2012,2232.265,18027.498,2,1
2080,Korea Selatan,Asia,udang - shrimp,2012,1415.499,5635.006,3,1
2081,Taiwan,Asia,udang - shrimp,2012,1417.194,12802.849,4,1
2082,Cina,Asia,udang - shrimp,2012,6366.285,41606.636,5,1
2083,Thailand,Asia,udang - shrimp,2012,7292.932,3551.585,6,1
2084,Singapura,Asia,udang - shrimp,2012,3318.142,10621.924,7,1
2085,Filipina,Asia,udang - shrimp,2012,228.95,1499.788,8,1
2086,Malaysia,Asia,udang - shrimp,2012,3399.407,6783.168,9,1
2087,Arab Saudi,Asia,udang - shrimp,2012,319.48,526.814,10,1
2088,Yordania,Asia,udang - shrimp,2012,0.022,0.179,11,1
2089,Mesir,Afrika,udang - shrimp,2012,241.946,2489.517,12,1
2090,Australia,Australia,udang - shrimp,2012,1137.262,11700.018,13,1
2091,Amerika Serikat,Amerika,udang - shrimp,2012,72533.608,590871.72,14,1
2092,Kanada,Amerika,udang - shrimp,2012,1299.062,11351.505,15,1
2093,UK,Eropa,udang - shrimp,2012,4108.228,30610.723,16,1
2094,Belanda,Eropa,udang - shrimp,2012,6106.645,34283.932,17,1
2095,Perancis,Eropa,udang - shrimp,2012,1645.328,11127.973,18,1
2096,Jerman,Eropa,udang - shrimp,2012,820.897,8358.583,19,1
2097,Belgia dan Luksemburg,Eropa,udang - shrimp,2012,1449.408,12294.403,20,1
2098,Swedia,Eropa,udang - shrimp,2012,102.772,1731.341,21,1
2099,Denmark,Eropa,udang - shrimp,2012,281.983,1740.408,22,1
2100,Irlandia,Eropa,udang - shrimp,2012,0.035,0.192,23,1
2101,Italia,Eropa,udang - shrimp,2012,1060.879,3850.169,24,1
2102,Spanyol,Eropa,udang - shrimp,2012,28.017,238.61,25,1
2103,Yunani,Eropa,udang - shrimp,2012,0.739,5.999,26,1
2104,Bulgaria,Eropa,udang - shrimp,2012,0.014,0.12,27,1
2105,Polandia,Eropa,udang - shrimp,2012,1.193,16.288,28,1
2106,Slovenia,Eropa,udang - shrimp,2012,0,0,29,1
2107,Rusia,Eropa,udang - shrimp,2012,512.595,5756.196,30,1
2108,Negara lainnya,Lainnya,udang - shrimp,2012,5662.582,49929.603,31,1
2109,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,40829.424,187921.004,1,2
2110,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,205.324,1354.267,2,2
2111,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,3799.137,8176.291,3,2
2112,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,566.339,853.342,4,2
2113,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,6690.347,5913.222,5,2
2114,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,61421.843,127579.297,6,2
2115,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,606.552,2792.809,7,2
2116,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,539.461,1854.233,8,2
2117,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,863.957,2469.084,9,2
2118,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,10273.871,53504.567,10,2
2119,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,1526.306,6810.962,11,2
2120,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,4204.08,8836.605,12,2
2121,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,1715.813,9850.741,13,2
2122,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,18294.135,132646.843,14,2
2123,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,264.47,1321.815,15,2
2124,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,6449.745,29175.662,16,2
2125,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,1207.141,5631.172,17,2
2126,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,134.11,784.871,18,2
2127,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,6079.16,21895.162,19,2
2128,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,1871.567,8317.768,20,2
2129,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,44.475,652.108,21,2
2130,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,299.113,1239.817,22,2
2131,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,0,0,23,2
2132,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,795.629,3452.935,24,2
2133,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,6954.057,28101.733,25,2
2134,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,0,0,26,2
2135,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,203.595,686.662,27,2
2136,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,303.487,1340.881,28,2
2137,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,0,0,29,2
2138,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,1069.14,9981.669,30,2
2139,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2012,23947.951,86846.905,31,2
2140,Jepang,Asia,mutiara - pearl,2012,5.149,9808.429,1,3
2141,Hongkong,Asia,mutiara - pearl,2012,2.808,13902.04,2,3
2142,Korea Selatan,Asia,mutiara - pearl,2012,4.566,252.097,3,3
2143,Taiwan,Asia,mutiara - pearl,2012,0.127,0.816,4,3
2144,Cina,Asia,mutiara - pearl,2012,124.524,68.348,5,3
2145,Thailand,Asia,mutiara - pearl,2012,4.31,42.418,6,3
2146,Singapura,Asia,mutiara - pearl,2012,0,0,7,3
2147,Filipina,Asia,mutiara - pearl,2012,0,0,8,3
2148,Malaysia,Asia,mutiara - pearl,2012,0.09,0.673,9,3
2149,Arab Saudi,Asia,mutiara - pearl,2012,0,0,10,3
2150,Yordania,Asia,mutiara - pearl,2012,0,0,11,3
2151,Mesir,Afrika,mutiara - pearl,2012,0,0,12,3
2152,Australia,Australia,mutiara - pearl,2012,11.745,6145.307,13,3
2153,Amerika Serikat,Amerika,mutiara - pearl,2012,34.739,404.433,14,3
2154,Kanada,Amerika,mutiara - pearl,2012,0.382,0.764,15,3
2155,UK,Eropa,mutiara - pearl,2012,1.421,11.328,16,3
2156,Belanda,Eropa,mutiara - pearl,2012,0.708,9.187,17,3
2157,Perancis,Eropa,mutiara - pearl,2012,0.3,7.492,18,3
2158,Jerman,Eropa,mutiara - pearl,2012,9.42,124.504,19,3
2159,Belgia dan Luksemburg,Eropa,mutiara - pearl,2012,0,0,20,3
2160,Swedia,Eropa,mutiara - pearl,2012,0.005,0.114,21,3
2161,Denmark,Eropa,mutiara - pearl,2012,0.039,0.256,22,3
2162,Irlandia,Eropa,mutiara - pearl,2012,0.005,0.046,23,3
2163,Italia,Eropa,mutiara - pearl,2012,29.03,83.594,24,3
2164,Spanyol,Eropa,mutiara - pearl,2012,0.384,6.697,25,3
2165,Yunani,Eropa,mutiara - pearl,2012,0.225,3.744,26,3
2166,Bulgaria,Eropa,mutiara - pearl,2012,0,0,27,3
2167,Polandia,Eropa,mutiara - pearl,2012,0.637,9.25,28,3
2168,Slovenia,Eropa,mutiara - pearl,2012,0,0,29,3
2169,Rusia,Eropa,mutiara - pearl,2012,0,0,30,3
2170,Negara lainnya,Lainnya,mutiara - pearl,2012,105.143,304.412,31,3
2171,Jepang,Asia,rumput laut - seaweed,2012,1281.307,6565.189,1,4
2172,Hongkong,Asia,rumput laut - seaweed,2012,4366.309,2197.649,2,4
2173,Korea Selatan,Asia,rumput laut - seaweed,2012,5821.805,5592.653,3,4
2174,Taiwan,Asia,rumput laut - seaweed,2012,316.711,603.535,4,4
2175,Cina,Asia,rumput laut - seaweed,2012,123401.641,90375.663,5,4
2176,Thailand,Asia,rumput laut - seaweed,2012,135.7,488.486,6,4
2177,Singapura,Asia,rumput laut - seaweed,2012,130.33,278.181,7,4
2178,Filipina,Asia,rumput laut - seaweed,2012,11212.262,12315.079,8,4
2179,Malaysia,Asia,rumput laut - seaweed,2012,561.211,1173.339,9,4
2180,Arab Saudi,Asia,rumput laut - seaweed,2012,1.915,30.164,10,4
2181,Yordania,Asia,rumput laut - seaweed,2012,0,0,11,4
2182,Mesir,Afrika,rumput laut - seaweed,2012,0,0,12,4
2183,Australia,Australia,rumput laut - seaweed,2012,563.059,1376.345,13,4
2184,Amerika Serikat,Amerika,rumput laut - seaweed,2012,613.507,7853.608,14,4
2185,Kanada,Amerika,rumput laut - seaweed,2012,0,90,15,4
2186,UK,Eropa,rumput laut - seaweed,2012,1042.8,6031.232,16,4
2187,Belanda,Eropa,rumput laut - seaweed,2012,124.522,181.148,17,4
2188,Perancis,Eropa,rumput laut - seaweed,2012,1932.073,5589.633,18,4
2189,Jerman,Eropa,rumput laut - seaweed,2012,1609.586,9716.298,19,4
2190,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2012,0,0,20,4
2191,Swedia,Eropa,rumput laut - seaweed,2012,0,0,21,4
2192,Denmark,Eropa,rumput laut - seaweed,2012,1227.104,4334.077,22,4
2193,Irlandia,Eropa,rumput laut - seaweed,2012,0,0,23,4
2194,Italia,Eropa,rumput laut - seaweed,2012,214.1,3110.113,24,4
2195,Spanyol,Eropa,rumput laut - seaweed,2012,780.05,2694.248,25,4
2196,Yunani,Eropa,rumput laut - seaweed,2012,0,0,26,4
2197,Bulgaria,Eropa,rumput laut - seaweed,2012,0,0,27,4
2198,Polandia,Eropa,rumput laut - seaweed,2012,39.03,248.663,28,4
2199,Slovenia,Eropa,rumput laut - seaweed,2012,0,0,29,4
2200,Rusia,Eropa,rumput laut - seaweed,2012,136,1239.8,30,4
2201,Negara lainnya,Lainnya,rumput laut - seaweed,2012,18499.753,15836.855,31,4
2202,Jepang,Asia,lainnya - others,2012,37531.572,211087.385,1,5
2203,Hongkong,Asia,lainnya - others,2012,13305.847,62699.631,2,5
2204,Korea Selatan,Asia,lainnya - others,2012,19486.104,48549.536,3,5
2205,Taiwan,Asia,lainnya - others,2012,35424.274,56102.18,4,5
2206,Cina,Asia,lainnya - others,2012,158902.774,146699.811,5,5
2207,Thailand,Asia,lainnya - others,2012,147552.377,75391.849,6,5
2208,Singapura,Asia,lainnya - others,2012,38784.974,78455.944,7,5
2209,Filipina,Asia,lainnya - others,2012,396.562,2510.909,8,5
2210,Malaysia,Asia,lainnya - others,2012,48362.591,83097.819,9,5
2211,Arab Saudi,Asia,lainnya - others,2012,251.354,988.634,10,5
2212,Yordania,Asia,lainnya - others,2012,836.296,2808.07,11,5
2213,Mesir,Afrika,lainnya - others,2012,1823.628,1731.171,12,5
2214,Australia,Australia,lainnya - others,2012,3711.437,24904.288,13,5
2215,Amerika Serikat,Amerika,lainnya - others,2012,41999.875,415413.92,14,5
2216,Kanada,Amerika,lainnya - others,2012,2385.537,13732.041,15,5
2217,UK,Eropa,lainnya - others,2012,1732.274,11648.624,16,5
2218,Belanda,Eropa,lainnya - others,2012,2371.572,10485.81,17,5
2219,Perancis,Eropa,lainnya - others,2012,4067.234,18297.52,18,5
2220,Jerman,Eropa,lainnya - others,2012,2468.869,9576.699,19,5
2221,Belgia dan Luksemburg,Eropa,lainnya - others,2012,3499.249,18984.247,20,5
2222,Swedia,Eropa,lainnya - others,2012,27.974,436.012,21,5
2223,Denmark,Eropa,lainnya - others,2012,118.285,857.925,22,5
2224,Irlandia,Eropa,lainnya - others,2012,6.18,32.733,23,5
2225,Italia,Eropa,lainnya - others,2012,9218.782,48179.729,24,5
2226,Spanyol,Eropa,lainnya - others,2012,1187.988,6387.181,25,5
2227,Yunani,Eropa,lainnya - others,2012,473.51,2506.456,26,5
2228,Bulgaria,Eropa,lainnya - others,2012,28.611,58.013,27,5
2229,Polandia,Eropa,lainnya - others,2012,49.17,248.054,28,5
2230,Slovenia,Eropa,lainnya - others,2012,0.135,1.771,29,5
2231,Rusia,Eropa,lainnya - others,2012,4846.091,27445.75,30,5
2232,Negara lainnya,Lainnya,lainnya - others,2012,110688.687,211088.958,31,5
